"target_name" "canonical_smiles" "ecfp" "measurement_value" "new_measurement_value" "measurement_type" "ligand_eff"
"Cyclin-dependent kinase 2" "CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)C)n2" "0000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000101010000000100000010000100000000010001000000000000000000000000100000001000000000000001000000000000000100001000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000100000000010000000000000000000000001000000000000000010001010000000000100000000000000000000000000000000000000000001000000010000000100000111010000000000000001000000000000000000000000000101000010000000000000000000000001001000000001000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000100000001000000000000010000000000000000000000000000000000000100000000000000000100000000100000000000000000000000000000000000000100000000000000000000001000000000000000000000001000000000000000000000100010000000000010000000000000000000100100000000000000000000001000000000000100000100000000000" "23.000000000000000000000000000000" "23.000000000000000000000000000000" "IC50" "0.42"
"Cyclin-dependent kinase 2" "CNC(=O)Nc1ccc(cc1)c2cc(ccn2)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3" "0000000000010001000100000000010000000000000000000000001000000000000000001000000000000000000000000000000001000000000000000000000000000101000000000100000000000100001000000001000000000000000000000000000100000000000000000000000000000000000110001000000000001000000000000001000000000100000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000010000000000000000000000010100000010000000000010000000000000000001100001010000000000100000000000000001000001010000000000000010001000000110000000100000110000000000000000001000000010000000000010000000001000010000000000000000000000001001000000000010010000000000001000010000001000000100000000000000000001000000000000000001000000000000000000000000000001010000000100000000000000000000000000000000101000000001000000000000000100000000000000000000000000100000000000000000100100000000000000000000000000001000000000000000000001000000000000000000001000000100010000000010000000000010000000000000000000100000010000000000000000000000100000000000000100000000000" "23.000000000000000000000000000000" "23.000000000000000000000000000000" "IC50" "0.31"
"Cyclin-dependent kinase 2" "C[C@@H](NC(=O)N1CCc2cnc(Nc3ccnn3C)nc2C1)c4ccc(Cl)c(Cl)c4" "1000000000000010000100000000000000000000000000000000001000100000000000000000000000000000000000000000000000001000000000000000100000000100100011000000000000010000000000000000101000000000000000000000000000000010000000000000000010000010000000001000000000000000000000000000000000000100000000000000000000000000000000000000100000100000000000000000000000000100000000000000000100000100000000000010000010000000000010000000000000010000000000000000001000000000001000000001000000000100000001000000001000000000000001100001000000110000000100000010010000000000000011010000001000000000100000000001010000100100100000000000000000011000000000000100000000000110000000100000000100000000000010000000000000000100000000000000000000000000000000000000001000000000001000000010100000000010001000000000000000000000000100010000000001000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000010000010000000000000000000100001001000100000000000100000000000000000000000000000100" "23.000000000000000000000000000000" "23.000000000000000000000000000000" "IC50" "0.35"
"Cyclin-dependent kinase 2" "NS(=O)(=O)c1ccc(Nc2cc([nH]n2)c3cccc(Br)c3)cc1" "0100000000010000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000100000100000000000000000001000000000100001000010000000000000000001000000000000000000000000100000000000010000000000000000000001000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000010000000000000000000000010101000001000000000000000000001000010110000000000000101000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000100010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000100100000000000000000000000000110000100000000000000000000000000000000000000100001000000000000000000100000000000000000100000000000000000000000000000100000000000000000000000000100100000000000110010000000010000000000000000000000000000" "23.400000000000000000000000000000" "23.400000000000000000000000000000" "IC50" "0.45"
"Cyclin-dependent kinase 2" "Clc1ccccc1CC(=O)Nc2n[nH]c3ccc(cc23)N4CCCS4(=O)=O" "0000000100000110000100000000000000010000000000100000000000000000010000100000000000000000000000010000000000000000000000000000000000000110000000000000000010000000000000100000001000000000000000000000000010000000000000000000000000000000000010001000000001000000000000000000000000000100000000000010001000000000000000100001000000000100001000100000000000000000000001000000110000000000000000000000000000000000000010000010000000000000100000000000000000000000000000000000000000000000000000000000001000010000000000000001000000110000010100000000000000000000000001000000000000000000000000000000010000000000010001000000000000000000000000010001000000000000000000000001110000000100000010000000000000000000000000010000000000000000010000100000001000000000000000100010000100010000000000000000000000000000000010000100100000000000000000000000000000100000000000000000000000000001000000000100000010000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000100000000000000000000000000000010000000000000000100000000" "24.000000000000000000000000000000" "24.000000000000000000000000000000" "IC50" "0.39"
"Cyclin-dependent kinase 2" "CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N(C)C)n2" "0000000000010000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101010000010000000100000100000000010000000000000000000000000000000000001010000000000001000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000010000000100000000000000000010000000000000000001010000000000100000000000000000000000000000000000000000000000000010000001100000110000000000000000001000000000000000000000000000101001010000001000000000000000011011000000000000000000000000000000000000000000000000000000001000000000000000000000000001011000000000000000000000000100000000000100000000000000000000000000000000000100001000000000000000000100001000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000100001000000000000000000000000010000000000010000000000000000000100100000000000000000000000000000000000000000100000000000" "24.000000000000000000000000000000" "24.000000000000000000000000000000" "IC50" "0.42"
"Cyclin-dependent kinase 2" "Cn1nc(C(=O)N)c2c1c3nc(Nc4ccccc4)ncc3CC2(C)C" "1000000000000010000100000100000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000001100000000100001010001100000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000001000000000000000000000100000000000001000000001001000000000000000000001000000000000000000000000000000101000000000000000000000000000000000000010001000000010000000000010000000000000001000000000010000000000000000001000000001100000000000000000001001001000000000011000000101000000010000000101000110000000000000000001000000000000000000000000000001000000000000000000000000000100001000000000000000000000000000010000000000000100000000000000000000000000000100000000000000000000000000000010100000101000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000100000000000000001000001000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000110101000000000000000000000000000001010000000000000000000" "24.000000000000000000000000000000" "24.000000000000000000000000000000" "IC50" "0.40"
"Cyclin-dependent kinase 2" "N[C@H](CNc1nnc(s1)c2ccc3[nH]ncc3c2)Cc4ccc(cc4)C(F)(F)F" "0000000000000100000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000100000010010000000010000000000000000000000010000000000000000000000000000010000001000010000000100000100000000100000000000000000000000001010000000000100000000000000000000000000000000010001000000000000000100000000000000000000000000000000000000101000000000000000000000000100010000000000100000000110000000000000000000000000000000000000000000000000000001000000010001000000000000000100000110000010000000000010000000000000001000010010000000100000000000000001000000000000000000000000000000000000001000001000001000101000001000000000000000100000000000000000010000100001000000000000100000000000000000000000001000000000000000000000000000000000000000100100000000000000000000000100000101000000000000000000000000000000000000000000010000000000000100010000000000010000000000000000000000000000100000000000000000000100001010000000000000001000000000000000100000000000000000000100000000000000000000000000000000000" "24.000000000000000000000000000000" "24.000000000000000000000000000000" "IC50" "0.36"
"Cyclin-dependent kinase 2" "CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](C)C(C)(C)O)n2)cc1" "0101000000000010100000000000000011010000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000101000011010100000010000000000000000001000000000000000000001000000000000011000000000000000000000000000100001100000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000010000100000000000000000001000000000000000001010000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000010000000000000111000000000100000001000000000000000000000000000001000000000000000000000000000000001000000000000100000000000001000000000000000000000000000000000010000000000000000000000010000000000000001100000000000000000000000000000001000000000000000000100000000000000000000010001000000001000000000010000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000101100000100000000000000001000000000010000000000010000000" "24.000000000000000000000000000000" "24.000000000000000000000000000000" "IC50" "0.40"
"Cyclin-dependent kinase 2" "Fc1ccccc1c2cc(NCc3ccncc3)n4ncc(Br)c4n2" "0000000000000100000000000000000000100000010000000000000000000000001000000000000000001000000000010000000000000100000000000000001000000100000000000000000010000100000000000000000000000000000000100000000000000000000000000000000000000000000000100000100000000000000000100000010100000000000000000000000000000000000001100000000000000000000000000000000000010000000000000000000000000110000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000110000000000000000001000000000100000000000000010010000000100000000000000000000000001000000000000000000000000000000000010000000100100000000010000000010000001000000000000000100000000000000110000000000000000000000000000000000000001000000000000000000010000000010000001101000000000000000000000000010000000000000000000000000000010001001000000000001000000000000000000000100010010000010000000000000000000000010000000000000000000000000000000000001000000000100000000000000000000000000000000000100000000000000000110000000000000000000000000000000000000000000000000000000" "24.000000000000000000000000000000" "24.000000000000000000000000000000" "IC50" "0.42"
"Cyclin-dependent kinase 2" "COc1cccc(c1)c2cc(Nc3ccc(cc3)S(=O)(=O)N)[nH]n2" "0001000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000001000000000000000000000000101000000000100000000000000000000000001000000000000000000000000000000000000100000000000000000000000000100000000000000000000000100000000001000000000000000000000010000000000000000000101001000000000000000100000000000100000000000000000000000000000000000000000000100000000000010100000000000001000000000000000000000000000000000000000000000000000000000101000001000000000000000001001000010110000000000000101100000000000000011000000010000000000001000000010000000000000000000000000001000000000000000000001000000000100000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000001001000000000000100000000000000000000000000000110000000000000000001000000000000000000000000100001000000000000000000100000000000000000000000000000000000000100000000000000010000010000000000000100100000000000000010000000000000000010000000000000000000" "24.500000000000000000000000000000" "24.500000000000000000000000000000" "IC50" "0.43"
"Cyclin-dependent kinase 2" "NS(=O)(=O)c1ccc(N\N=C\2/C(=O)Nc3ccc(cc23)C(=O)NCCCn4ccnc4)cc1" "0000000000000000000100000000000000000000001100000000000000000000001000000000010000000000000000000000000000001000000000000000100000000101000000000100000010000000000000000111110000000000000000000000000000000011000000000000000000000001000100010000100000000000101000000100010000000000000000000000000000000000000000000000001000000000000000000100000000000000000000010000000010000100000000000011000000000000000010100000000000000000000000000000001000001000000000000000000000000000000000101000000001100010000000000101000100110000010100100101000100000000000001000000010000000000000000000000010011000000000000000000000000000000000000000000000000100000001010000000010010000100000000000000000000100000000000000000000000000000000000000000001000010010000010000000000001000000000000000000000001000000000000000000100000000000000000000000000010000001000000000000000000000000000000010100000001000000000000000000100010000000000000000000000000000000000000000000000000001000000000010000100100000000000000000000000000000000000000000000000000000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.31"
"Cyclin-dependent kinase 2" "Fc1cccc(F)c1C(=O)Nc2c[nH]nc2C(=O)NCC3CC3" "0000100000000010000100000000000000100010000000000000000000000000000000000000000000000000100000000000100000010000000000000000010000000100100000000000000011000101000000000000000000000000000000010000000010000000000000000001000000000000000000000000000000001000000000100000010000000100000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000010000010010000000000000000000001000000000000000000000000100000100000000000000000001000000000000000000001000000010000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000001000000001000000000100101000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000100100000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000100000000000000000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.45"
"Cyclin-dependent kinase 2" "CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C)cc1" "0000000000010000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000101101010000010100000010000100000000110001000000001000000000000000000000001000000001000001000000000000000100001000000000000000000000000000001000000000000000000000000000100000000000100000000100000000000000000000000000000000100000010000000000000000000000000000000000100000000010000000000000000000000000000000000000000000001010000000100100000000000000000000000000000000000010000001000000010000000100000111000000000000000001000000000000000000000000000101000010000000000000000000000001001000000000000000000000000000000000000000001000010000000001000000000000000100000000001000000000000000000000000000000000000000100000000000100000000000000000000000000010000000000000000000100000000000000000001000000100000000000000000001001000000000000000000000000000000000000101000000000000000000000001000000000000000000000000010000000000010000000000000000000100100000010000000001000000000000000000000000100000000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.36"
"Cyclin-dependent kinase 2" "Nc1nc(Nc2cccnc2)sc1C(=O)c3ccccc3F" "0000000000000000000100000000001000100000000000000000000000000000000101000000010010000000000000010100000100000000000100000000000000000100000000000000000000000100001000000000000000000000000000000000000000000000001000011000000000000000100000000000000000000000000000100000000110001000000000000000001000000001100000000000000000000000000000000000000000000000000010000000000000000000000010001000000010000000000010000000000000001000100000000000000000000000000000000000000000100000000000001000001000000000100000000001000000010000000000001100000000000000000001000011000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000100000000000000000000000100000100000000000000101101000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.47"
"Cyclin-dependent kinase 2" "COc1ccc(NC(=S)NC(=O)c2cn(nc2c3ccc(OC)cc3)c4ccccc4)cc1" "0000001000000000000100000000000000000000000000100001000000000000000000000001000000000000000000010010000000000000000000000000000000000101000000001010000000000000000000000100100000000000000000000000000000000000000000000000000000010000000000000000100000000000000100000000000000000100000000000000000000000000000001000000000000000000000000100001000000100000000000001000000000000100000000000000000000000000000010000000000000001000000000000000001010000000000000000000000000000000000000001000001000000000000000001001000000010000000100000100000000001000000011000000000000000000000100000000000000000000000000000000100010100000000000000000000000000000000000000000000000100000010000000000010000000000000000000000000000000100000000000100001000000100000000000000000000010000000000000000000001000000000010000000000000000000000100000001000000001000000000000000000000000000000000010000001010000000000000001000000000001000000000000000000000000000100000010000001000010000000000000000000100000000000100000000000000000000000000000000000000000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.31"
"Cyclin-dependent kinase 2" "C[C@@H](Nc1nc(Nc2ccc(cc2)S(=N)(=O)C3CCCC3)ncc1Br)C(C)(C)O" "0101000000000010100000000000000011110000000000000000000000000000000000000000000000000100100000000000000000000001000000000000000000000101000011010100000000000000000000000001000000000000000000001000000000000011000000000000000000000000000110001000000000000000000000000000001000000000000000000000000000000000000000000100000000000001000000000000000000010000100000000000000000001000000000000000001010000000000010000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000001000000010000000000000111000000000101000001000000000000001000000000000001000000000000000000000000000000001000000000000100000000000001000000100000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000100001000000000000000010000000000001000000000010000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000100100000100000000100000000000000010010000000001010000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.36"
"Cyclin-dependent kinase 2" "CS(=O)(=O)c1ccc(Nc2ncc(c(OCC#C)n2)C(F)(F)F)cc1" "0000000100001000010000010000000000110000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000101000010010100000011000000000000000001000000000000000000000000100000000000000000000000000000000000000100011000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000100000100000000000010000000000000000000000000010000000001010000000000000000000000000000000000000000000001000000000000000000000000000001000000001000000000000000001000000010000000000000111010000000000000001000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000001000010000000000000000000000000000000100000000001000000000000001000100100000000000000000000000000000000000000100000001100000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000010000000000000000000100100000000000000000000000000000000000001000000000000000" "25.000000000000000000000000000000" "25.000000000000000000000000000000" "IC50" "0.42"
"Cyclin-dependent kinase 2" "CNS(=O)(=O)Cc1ccc(N\C=C\2/C(=O)Nc3ccc4ncsc4c23)cc1" "0000101000000000000000000100000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000101000000000101000010000100000000000000000000000000000000000001000000000000000000000000000000000000000100000000100000000000010010000000010000000000100000000010000000000000000000000000000001000000000000000001000000000000100000000000000001000000000000000000000000000001000010000000000000000110000000000000000100000000000000000000000000000000000000000000000101100001000000000101000000010000010001000100000000000000000001000001000000000010000000000000010010000000000100000000000000000000000000000000000001100000000000000000000000000100000010000000100000100000000000001000000100010000100000000000000000000000000000000000001000000000000000000000100001000000000000000000100100000000000000000000001000000100000000000100000001000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000100000000000000000000000000" "26.000000000000000000000000000000" "26.000000000000000000000000000000" "IC50" "0.38"
"Cyclin-dependent kinase 2" "Nc1nc2ccc(cn2c1C(=S)c3c(F)cccc3F)C(=O)c4c(F)cccc4F" "0000000000000000000100000000000000100000000000000010000000000000000000000000000000000000000000000000110000000000000000000000000000000101000000000000000000000100000000000000000000000000000000010100000010000000000000000000000000000000000000000001000010000000000000100000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000100000000100001000000000100000000000001000011000000010000000000001000000000000001100000100000000000000000001000010001000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000010000000000000000100000101000000000100000000000000000000000000001000100000000000000000000000000000000000000000000000011000000000000000000000000000000000000001100000000000000000000000000000000100000000000000100000000000000000100000000000100000000000000000000000010000000000000000001000100000000000000000100100010000100000000100000000000000000000000000000010000000" "26.000000000000000000000000000000" "26.000000000000000000000000000000" "IC50" "0.35"
"Cyclin-dependent kinase 2" "Cn1cc(C2=C(C(=O)NC2=O)c3coc4cc(CO)ccc34)c5cccc(CO)c15" "0001000000000010000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001100000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000100000000011000010000000010100100000100000000000000000000000000000000000000000000100000000000001000000100000000001000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000001000000000000010000101000000101000000100000000000000000000000101000000000000100000000000010000010000000000000000000000100000000000000000000110000000000000000000000000010000000100100000000000000010000100000000000000000000000000000010100000100000000000000000000000000000000010000000001000000000001000000000000000100010000000000000100000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000001000000010000001000000000000000000010010100100000000000000100100000000000000010000010000010000000000000000000000000" "27.000000000000000000000000000000" "27.000000000000000000000000000000" "IC50" "0.34"
"Cyclin-dependent kinase 2" "CCC(Sc1nc(Nc2ccc(cc2)S(=N)(=O)C)ncc1Br)C(C)(C)O" "0000000000000000000000000000000011010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100101000010010100000010000000000000000001000000000000010000000000100000000011000000000000000000000000000101001000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000100000000010010000000000010000000000000000000000000000000000000000000011000000000000000100000000000000000000000000000000000000001000000010000000000000111000000000100000001000000001000000000000000000001000000000000000000000000000000001010000000000100000000001000000000000000000000000000000000000010000000000000000000000000000000000000001000000001000000000000000000000000000000000001000000000000000000000000000010000000000100000000010000000000000100000100000000100100000000000000000000000000000000000000000000000000000000010000000100000010000000000000000000000000100000010000000000000000000100100000100000000000000001000000000000000000000000000000" "27.000000000000000000000000000000" "27.000000000000000000000000000000" "IC50" "0.40"
"Cyclin-dependent kinase 2" "NS(=O)(=O)c1ccc(N\C=C\2/C(=O)Nc3ccc(cc23)C(=O)O)cc1" "0000000000010000000100000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000101000000000100000000000000000000001101000000000000000000001000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000010000100000000000000010000000000000000000100000000001010000000000000000000000101000000100100010000000000101000000110000010001000101000000000000000001000000010000000000000000000000010010000000000000000000000000000000000000000100000001100000000000000000010000000100010000000000000000000000000000001000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000100000001000000000000000000000001000000001000000000100010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000" "28.000000000000000000000000000000" "28.000000000000000000000000000000" "IC50" "0.41"
"Cyclin-dependent kinase 2" "NCC[S+]([O-])c1cc(c2ccc[nH]2)c3C(=O)Nc4ccc(F)c1c34" "0000000000000000000010000000000000100000100000000000000000000000010000000000100000000000000000001000000000000000000000000000000000000100010000000000000010000000010000100000000000000000000010100000000000000100000000000000000000000000000000000010100000000100000000100000000000000000000000010000000000000000000000000000000000000000000010000000011000000000100000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000101000100000100000000000000101000000100000010000000000001000000000000001010000100000000000000001000000010010000000000000000000000100001100000000000000000100000000000000010000011000000100000000000100000000100000000000000000000000000000000000000000000001000001000000000000000000001000000000000100001000000000000000000000100000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000" "28.000000000000000000000000000000" "28.000000000000000000000000000000" "IC50" "0.43"
"Cyclin-dependent kinase 2" "CC(C)(C)c1oc(CSc2cnc(NC3CCCC(O)C3)s2)nc1" "0000000001000010100000000000000000000000000000000000000001000000000000000100000000000000110010000000000000000000000000000000000000000100000000010000100010000000000000000000000100000000000000000000000100000000000100000000000000000010100010000000000000001000000000000000000010000000000000100000000000000000000000000000000001000100000000000000000000000000000000010000000100000000001000000000000000100000000010000000000010000000100000000000000000000000000000000000100000000000000100000000000010000000000000010000000000010000000000100100000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000100000001000000000000000000000000000000000000000000000100000000000001000000001000000100001000000000000000000000000000000001000000000000010000000001100000000000000000010000000000000000000000000101000000100000000000000000000001000000000000000010010000000000000000000000000000010000000000000010000000000000000000010000000000010000000000000101000101000000100000000000001000000100000000010000000000000000" "28.000000000000000000000000000000" "28.000000000000000000000000000000" "IC50" "0.43"
"Cyclin-dependent kinase 2" "CCOC(=O)N=S(=O)(C)c1ccc(Nc2ncc(Br)c(N[C@@H](COC)[C@H](C)O)n2)cc1" "0100000000100000000100000000000010010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001010000101000011000100000010000000000000001001000001000000000000001000100000100010000000000000000000000000000100001000000000000000001000000000001000010000000000000001000000010000000000000000000001000000000000000000000000100000100000000000000100000000000000000000011010000010000010000000000000000000000010000000000000000001001000000000000000000000000000000000000000000000000000001001000000010000000000000111000000000101000011000000000000100000000000000001000000000000000000000000000000001000100000000100010001000001000000100000000000000010000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000001000000001010000000000100100100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000100000011000100000100000000100100000000000000000000001000000000010000000000010000000" "28.000000000000000000000000000000" "28.000000000000000000000000000000" "IC50" "0.33"
"Cyclin-dependent kinase 2" "COc1cccc(CC(=O)Nc2cc([nH]n2)C3CC3)c1" "0000000000010010000100000000000000000000000000000000000000000000000001000000100000000000100000000000000000001000000000000000000000000101000000000000000010000000000000000000000000000000000000000000000000100000100000000000100000000000000100000000000000000000000100100000010000100100000000000000000000000000000000000001000000000000000000000000000000100000000000000000010000000000000000000000000000100000001010000000000000001000000000000000000000000000000000000000000000000000000000100000001000000000000000001001000010110000010000000000000000000000000011000000000000000000000000000000000000010000001000000000000010000000000000000001000000000000001000000000000000000100000000000100000000000000000000000000000000000000100000000000001011000000000000000000000000000000000000000001000101001000000000000100000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000010010000000000000000000100000000000000000000000000000000000000000000000000000000" "28.970000000000000000000000000000" "28.970000000000000000000000000000" "IC50" "0.51"
"Cyclin-dependent kinase 2" "COc1cc(F)c(C(=S)c2c(N)nc3ccc(cn23)C(=O)c4c(F)cccc4F)c(F)c1" "0000000000000000000100000000000000100000000000000010000000000000000000000000000000000000000000000000110000000000000000000000000000000101000000100000000000000100000000000000000000000000000000010100000010000000000000000000000000000000000000000001000010000000000100100000000000010000100000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000010000000000000000000100000000100000000100100000100001000000000100000000000001000011000000010000000001001000000100000001100000100000000000000000011000010001000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000101000000000100000000000000000100000000001000100000000000000000000000000000000000000000000001011000000000000000000000000000000000000001100000000000000010000000000000000100000000000000100000000000000000100000000000100000000000000000000000010000000000000000001000110000000000000000100100010000100000000100000000000000000000000000000010000000" "29.000000000000000000000000000000" "29.000000000000000000000000000000" "IC50" "0.32"
"Cyclin-dependent kinase 2" "CNC(=O)c1nn(C)c2c3nc(Nc4ccc(OC5CCN(C)CC5)cc4)ncc3CC(C)(C)c12" "1000000000000010000100000100000000010000000000010000000000000000010000000000000000000000100000000000000000000000000000000000100000000101001010000100000000000000000000000000001000100000000000000000000000000000000001000001000000010000001000001000000000000000000100100000000000000000000000001000000000000000000001000000000000000000000000000000001000100000100000001000000000000100000000001010000010000000000010000000010000000000000000000000000000000000001000000001100000000000000000000001000000000011011000000101000000010000000101000110000000000000010001000000000000000000010000000001000000000000000000000000000100001000000000000000000000000000000000000000000100000000000000000000000000000100000000000000010000000000000010000000101000000000000000000000000000010000000000000001000000100000000000000000000000000000000101000000000100000000000000001000001000000100000100000000000000000001000000000000001000000010000000000000000000000010000000000000000000010000000000000000000110101000000000000000000000000100000010010000000000000000" "29.000000000000000000000000000000" "29.000000000000000000000000000000" "IC50" "0.29"
"Cyclin-dependent kinase 2" "COc1ccc(cc1)c2nn(cc2C(=O)NC(=S)Nc3ccc(C)cc3)c4ccccc4" "0000001000000000000100000000000000000000000000100001000000000000000000000001000000000000000000010010000000000000000000000000000000000101000000001010000000000000000000000100100000000000000000000000000000000000000000000001000000010000000000000000100000000000000100000000000000000100000000000000000000000000000001000000000000000000000000100001001000100000000000001000000000010100000000000000000000000000000010000000000000001000000000000000000010000000000000000000000000000000000000001000001000000000000000001001000000010000010100000100000000001100000011000100000000000000000100000000000000000000000000000000100010100000000000000000000000000000000000000000000000100000010000000000010000000100000000000000000000000100000000000100001000000100000000000000000000010000000000000000000001000000000010000000000000000000000100000001000000001000000000000000000000000000000000010000001000000000000000001000000000001000000000000000000000000000100000010000001000010000000000000000000100000000000100000000000000000000000000000000000000000000" "29.000000000000000000000000000000" "29.000000000000000000000000000000" "IC50" "0.32"
"Cyclin-dependent kinase 2" "Fc1ccccc1c2cc(NCc3ccncc3)n4ncc(Cl)c4n2" "0000000000000100000000000000000000100000000000000000000000000000001000000000000000001000000000010000000000000000000000000000001000000100000000000000000010000100000000000000000000000000000000100000000000000000000000000000000000000000000000100010100000000000000000100000011100000100000000000000000000000000000001100000000000000000000000000000000000010000000000000000000000000110000000001000000000000000000010000000000000000000000000000000000000000000001000000000000000110000000000000000001000000000100000000000000010010000001100000000000000000000000001000000000000000000000000000000000010000000100100000000010000000010000001000010000000000100000000000000110000000000000000000000000000000000000000000000000000000000010000000010000001000000000000000010000000000010000000000000000000000000000000001001100000000000000000000000000000000000000010000010000000000000000000000010000000000000000000000000000000000001000000000100000000000000000000000000000000000100000000000010000110000000000000100000000000000000000000000000000000000000" "29.000000000000000000000000000000" "29.000000000000000000000000000000" "IC50" "0.41"
